Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,8.99,8,Ford,EcoSport1.5,0.00029966666666666667,10.308952660644293,2.196112848483529
Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.99,10,Volkswagen,VentoPetrol,5.6497175141242944e-05,11.165111149463693,1.3837912309017721
Nissan Terrano XV 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,6.0,10,Nissan,TerranoXV,0.00011111111111111112,10.896739325546411,1.791759469228055
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.25,10,Audi,Q32012-2015,0.0003802083333333333,10.778956289890028,2.9041650800285006
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,62000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,7.75,13,Toyota,Innova2.5,0.000125,11.03488966402723,2.0476928433652555
Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,4.5,8,Tata,ZestRevotron,9.574468085106382e-05,10.757902880692196,1.5040773967762742
Toyota Fortuner 3.0 Diesel,Bangalore,2014,171000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,16.75,11,Toyota,Fortuner3.0,9.795321637426901e-05,12.049418835484797,2.8183982582710754
BMW X3 xDrive20d,Pune,2012,108000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.5,13,BMW,X3xDrive20d,0.00016203703703703703,11.589886506106357,2.8622008809294686
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,41000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.7,9,Maruti,SX4S,0.0001878048780487805,10.621327345686446,2.0412203288596382
Honda City 1.5 S MT,Pune,2012,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.45,13,Honda,City1.5,6.742424242424242e-05,11.097410021008562,1.4929040961781488
Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.25,10,Maruti,SwiftDzire,3.6458333333333336e-05,11.877568578558138,1.6582280766035324
BMW 3 Series 320d M Sport,Kochi,2017,23806,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,33.66,8,BMW,3Series,0.0014139292615307063,10.077692928727824,3.51631018876266
Nissan Micra XV CVT,Chennai,2013,89000,Petrol,Automatic,Second,19.34,1198.0,76.0,5.0,2.8,12,Nissan,MicraXV,3.146067415730337e-05,11.396391648714276,1.0296194171811581
Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.47,7,Maruti,BalenoZeta,0.00021800679501698757,10.567514834522221,2.136530508663963
Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248.0,88.5,5.0,9.32,7,Maruti,CiazZDi,0.000135589275062921,11.138042906739788,2.2321626286975
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.43,8,Mercedes-Benz,CLA200,0.0011871375400328919,10.047847603042964,3.311637304949512
Honda Mobilio RS i DTEC,Delhi,2015,31250,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5,10,Honda,MobilioRS,0.000208,10.349774655164548,1.8718021769015913
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,77795,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.5,11,Toyota,Innova2.5,0.00012211581721190308,11.261832440749064,2.2512917986064953
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,47759,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,31.8,10,Jaguar,XF3.0,0.0006658430871668168,10.77392280982383,3.459466289786131
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,Petrol,Manual,Second,17.6,1496.0,88.8,5.0,4.2,12,Toyota,EtiosPetrol,6.211180124223603e-05,11.121659076261876,1.4350845252893227
Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44,936.0,57.6,5.0,3.85,12,Chevrolet,BeatDiesel,8.675469827391951e-05,10.700499130126362,1.3480731482996928
Honda Accord 2.4 M/T,Delhi,2012,64709,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,6.0,13,Honda,Accord2.4,9.272280517393253e-05,11.077655574369858,1.791759469228055
Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.65,18,Maruti,AltoLXi,2.166463150431323e-05,11.240604799631146,0.5007752879124892
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,14.5,12,Skoda,OctaviaAmbition,0.0002482451634994008,10.975242387034355,2.6741486494265287
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,7.1,14,Toyota,Innova2.5,9.861111111111111e-05,11.184421397998193,1.9600947840472698
Audi A4 35 TDI Premium Sport,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28.0,9,Audi,A435,0.0025454545454545456,9.305650551780507,3.332204510175204
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.38,8,Maruti,VitaraBrezza,0.0002067810061284776,10.722430029140382,2.238579763018133
Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.78,9,Hyundai,Grandi10,7.99772449679589e-05,10.998208948154403,1.5644405465033646
Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.7,22,Toyota,CorollaDX,2.4285714285714285e-05,11.156250521031495,0.5306282510621704
Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,17.85,6,Tata,HexaXTA,0.0012541277313286026,9.563318491070625,2.8820035082256483
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,2.75,15,Hyundai,i202015-2017,3.8194444444444444e-05,11.184421397998193,1.0116009116784799
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.95,11,Hyundai,Verna1.6,0.0005409090909090909,9.305650551780507,1.7833912195575383
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,Petrol,Manual,First,14.0,796.0,35.0,5.0,1.5,14,Maruti,Omni8,3.846153846153846e-05,10.571316925111784,0.4054651081081644
Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.8,6,Maruti,Alto800,0.00019138755980861242,9.896211143565353,1.33500106673234
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,38.5,8,Mercedes-Benz,NewC-Class,0.0019107648022234354,9.910909938351766,3.6506582412937387
Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.15,14,Hyundai,i10Era,3.071428571428571e-05,11.156250521031495,0.7654678421395714
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3.75,15,Skoda,SuperbStyle,6.0479969034255854e-05,11.034954178075186,1.3217558399823195
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,8.95,9,Volkswagen,Vento1.5,0.00035098039215686273,10.146433731146518,2.191653532286764
Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248.0,,5.0,5.0,12,Maruti,SwiftVDI,7.267441860465116e-05,11.138959023921435,1.6094379124341003
Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.95,15,Honda,Civic2010-2013,4.781199351701783e-05,11.030039209893479,1.0818051703517284
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,15,BMW,3Series,0.00017582970164264165,10.99641705806874,2.3504224224082058
Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.85,18,Hyundai,SantroXing,2.6513794338946614e-05,11.153031058404522,0.6151856390902335
Maruti Swift VDI BSIV,Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248.0,,5.0,6.45,9,Maruti,SwiftVDI,0.0001245486318960357,10.854894431499561,1.864080130807681
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,5.25,16,Honda,Accord2001-2003,5.965909090909091e-05,11.385092093460344,1.6582280766035324
Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,11,Maruti,ErtigaVDI,0.0001273059593641078,10.759008652080333,1.7900914121273581
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,67.0,5.0,3.82,10,Ford,FiestaClassic,5.476781029118697e-05,11.152658362663274,1.3402504226184837
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,39.0,13,Audi,Q73.0,0.0004936708860759494,11.27720313144916,3.6635616461296463
Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,9,Audi,A435,0.0006495308243365957,10.5876948915266,3.248434627109745
Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.2,13,Tata,IndicaVista,1.5965166908563136e-05,11.833558637561696,0.7884573603642703
Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,2.0,17,Hyundai,VernaCRDi,1.6666666666666667e-05,11.695247021764184,0.6931471805599453
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,56.5,7,Mercedes-Benz,E-ClassE,0.005136363636363636,9.305650551780507,4.034240638152395
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,21.0,11,BMW,3Series,0.0011290322580645162,9.830916859701293,3.044522437723423
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.0,11,Hyundai,Grandi10,3.4215816261066677e-05,11.66911691814514,1.3862943611198906
Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.83,14,Hyundai,i10Sportz,0.0001166829149402876,10.398915234122022,1.3428648031925547
Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.89,9,Maruti,SwiftVXi,0.0003076039273031126,9.8599535505124,1.7732559976634952
Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.36,15,Hyundai,SantroXing,3.884826325411335e-05,10.463331885781653,0.3074846997479607
BMW 6 Series Gran Coupe,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,44.0,12,BMW,6Series,0.0020952380952380953,9.95227771670556,3.784189633918261
Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.26,11,Maruti,SX4Green,6.150943396226415e-05,10.87804719253426,1.1817271953786161
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,8.0,9,Hyundai,Verna1.4,0.00022222222222222223,10.491274217438248,2.0794415416798357
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,13,Maruti,SwiftDzire,7.572922791824807e-05,10.935265353017014,1.4469189829363254
Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.0,7,Maruti,SwiftVDI,0.0002,10.308952660644293,1.791759469228055
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,16.61,9,Skoda,Octavia2.0,0.0005354437316656459,10.3424196734772,2.8100049236252036
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.26,12,Renault,Duster110PS,0.00013802281368821293,10.870471398725801,1.9823798288367047
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.0,20,Mahindra,Scorpio2.6,6.666666666666667e-05,11.002099841204238,1.3862943611198906
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,34.51,9,BMW,5Series,0.0007843003568100724,10.691967639914864,3.541249137109912
Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3,1061.0,64.0,5.0,0.95,22,Maruti,WagonR,9.405940594059405e-06,11.522875795823397,-0.05129329438755058
Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.2,18,Maruti,WagonR,2.613788924663475e-05,11.34058196141745,0.7884573603642703
Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,8,Hyundai,i20Sportz,0.0004106849510749232,9.546884034617925,1.749199854809259
Hyundai Santro Xing XO CNG,Pune,2005,100000,CNG,Manual,Third,17.0,1086.0,,5.0,1.2,20,Hyundai,SantroXing,1.2e-05,11.512925464970229,0.1823215567939546
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,36.75,9,Land Rover,RoverDiscovery,0.0006228813559322033,10.985292722887856,3.6041382256588457
Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,10.0,16,Mercedes-Benz,NewC-Class,0.0003448275862068965,10.275051108968611,2.302585092994046
BMW 5 Series 520d Sedan,Kochi,2014,64158,Diesel,Automatic,First,18.48,1197.0,74.0,5.0,17.89,11,BMW,5Series,0.000278842856697528,11.06910406998471,2.884241897520628
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.05,13,Nissan,Sunny2011-2014,0.00010438144329896907,10.566175525611365,1.3987168811184478
Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,22.0,14,Audi,Q73.0,0.00022448979591836734,11.49272275765271,3.091042453358316
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.87,8,Mercedes-Benz,CLA200,0.0013291048690924699,9.950800435586746,3.327550841493857
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.75,7,Maruti,VitaraBrezza,0.003017241379310345,7.9724660159745655,2.169053700369523
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.79,9,Maruti,SwiftDzire,6.942028985507246e-05,11.141861783579396,1.5665304114228238
Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11.92,7,Skoda,Rapid1.5,0.0020435453454483114,8.671286726753637,2.4782176616372036
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,53.11,9,Audi,Q735,0.0018483973131938885,10.265801566988308,3.972365234434308
Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.15,19,Maruti,WagonR,7.93103448275862e-06,11.884489021402711,0.13976194237515863
Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45,11,Honda,Cityi,0.00010492957746478874,11.170435156023453,2.0082140323914683
Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.5,8,Hyundai,EONMagna,0.0002916666666666667,9.392661928770137,1.252762968495368
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,70.15,7,Mercedes-Benz,E-Class2015-2017,0.0032472341804379024,9.980587472916977,4.25063580654847
Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Petrol,Manual,Second,0.0,1197.0,74.0,5.0,3.15,14,Hyundai,SantroGLS,4.846153846153846e-05,11.082142548877775,1.1474024528375417
BMW 3 Series 320d,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,19.5,12,BMW,3Series,0.00033620689655172416,10.968198289528557,2.970414465569701
BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,15.0,13,BMW,3Series,0.0003846153846153846,10.571316925111784,2.70805020110221
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493.0,100.0,7.0,7.57,8,Mahindra,NuvoSportN8,0.00020073186253712346,10.537733625175912,2.0241930674493576
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.4,13,Maruti,RitzVXi,6.470588235294118e-05,11.127262984158243,1.4816045409242156
BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,60.0,9,BMW,X6xDrive,0.0024,10.126631103850338,4.0943445622221
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.6,15,Chevrolet,BeatLT,5.333333333333333e-05,10.308952660644293,0.47000362924573563
Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.9,11,Maruti,SwiftDzire,7.182854964965259e-05,11.130463738627027,1.589235205116581
Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95,11,Maruti,ErtigaZDI,0.00011442307692307693,10.858998997563564,1.7833912195575383
Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.35,10,Renault,Duster85PS,8.413140224245569e-05,11.060227229880846,1.6770965609079151
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,5.4,11,Honda,AmazeVX,9.320468785059634e-05,10.96711149228176,1.6863989535702288
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45,10,Audi,A42.0,0.0010669275217252833,9.997842731017274,3.1548704948922883
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,1.9,23,Skoda,OctaviaAmbiente,1.919191919191919e-05,11.502875129116727,0.6418538861723947
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.1,9,Honda,AmazeE,9.838709677419355e-05,11.03488966402723,1.8082887711792655
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.95,19,Toyota,Innova2.5,3.897607105455863e-05,11.751950239425476,1.599387576580599
Hyundai EON D Lite Plus,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.5,12,Hyundai,EOND,2.9550827423167847e-05,11.345689545594315,0.9162907318741551
Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.48,7,Datsun,redi-GOT,0.00011242852066035602,10.3402252039484,1.247032293786383
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.4,13,Maruti,SwiftVDI,5.6410256410256414e-05,11.26446410567173,1.4816045409242156
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835.0,118.6,6.0,7.99,17,Mitsubishi,Pajero2.8,9.400000000000001e-05,11.350406535472453,2.0781907597781832
Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400.0,215.0,5.0,10.99,17,Volvo,S80D5,0.00013911392405063292,11.27720313144916,2.39698576841553
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.5,11,Toyota,Fortuner4x2,0.00023417721518987343,11.27720313144916,2.917770732084279
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956.0,170.0,5.0,21.69,7,Jeep,Compass2.0,0.00045011206109404835,10.782865306386743,3.076851324838783
Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.17,11,Maruti,SwiftDzire,7.652796897434759e-05,11.120726964962449,1.6428726885203377
Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.5,14,Hyundai,Verna1.6,4.334675477295933e-05,11.550356115378294,1.5040773967762742
Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.75,11,Mahindra,ScorpioVLX,0.00014957454352065237,10.717258175419811,1.9095425048844386
Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.12,12,Hyundai,i10Era,5.563976816763264e-05,10.934445359388409,1.1378330018213911
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25,14,Toyota,Innova2.5,4.9698795180722894e-05,12.01974306733868,2.1102132003465894
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.14,8,Toyota,InnovaCrysta,0.0003081065369375985,11.087772822942387,3.0027078872904163
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.6,12,Toyota,Innova2.5,0.00010984412595459776,11.650145047851764,2.533696813957432
Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.61,10,Maruti,SwiftDzire,0.00018841571176101706,10.465443457403726,1.888583653863595
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13.23,9,Hyundai,Creta1.6,0.0003428082812945353,10.56082619185728,2.5824869781268642
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4.75,17,Toyota,Innova2.5,6.718528995756718e-05,11.166200851884664,1.55814461804655
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,2.9,14,Volkswagen,VentoDiesel,3.493975903614458e-05,11.326595886778735,1.0647107369924282
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499.0,80.0,10.0,5.5,10,Chevrolet,TaveraLS,4.5833333333333334e-05,11.695247021764184,1.7047480922384253
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.47,11,Mahindra,SsangyongRexton,0.00010340008298211518,11.425033700553291,2.248128907197987
Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.95,17,Hyundai,i10Magna,5.100039231071008e-05,10.551506605478325,0.6678293725756554
Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.2,14,Hyundai,i10Sportz,5.9459459459459466e-05,10.51867319162636,0.7884573603642703
Hyundai Santro Xing XG eRLX Euro III,Mumbai,2006,50888,Petrol,Manual,First,17.0,1086.0,,5.0,1.15,19,Hyundai,SantroXing,2.2598648011318975e-05,10.83738241835864,0.13976194237515863
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.35,12,Honda,AmazeS,9.886363636363635e-05,10.691944912900398,1.4701758451005926
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.5,9,Maruti,CelerioZXI,8.333333333333333e-05,10.896739325546411,1.5040773967762742
Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.55,12,Hyundai,Grandi10,3.944444444444444e-05,11.407564949312402,1.2669476034873244
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.75,10,Maruti,SwiftDzire,0.00013571428571428572,10.46310334047155,1.55814461804655
Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.52,13,Hyundai,i10Sportz,9.551179105739159e-05,10.764772845373553,1.5085119938441398
BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,12.75,13,BMW,X1sDrive,0.0001957082335605084,11.084416883693452,2.545531271604435
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,20.04,11,Audi,A42.0,0.00034687483772696587,10.9642768174945,2.997730276216664
Nissan Terrano XL 85 PS,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.5,11,Nissan,TerranoXL,7.471264367816091e-05,11.37366339763672,1.8718021769015913
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56,3200.0,199.3,7.0,7.5,18,Mitsubishi,Montero3.2,4.189195227668797e-05,12.09531983979499,2.0149030205422647
Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.15,9,Maruti,WagonR,0.00051875,8.987196820661973,1.423108334242607
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5,18,Honda,Civic2006-2010,3.246753246753247e-05,11.251560700835821,0.9162907318741551
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.4,9,Hyundai,i202015-2017,0.0002621359223300971,9.933046354777673,1.6863989535702288
